Disease name,Text
Seborrheic dermatitis,"""I’ve noticed these thick, yellowish crusts on my scalp that are very itchy. They sometimes bleed when I scratch them. Could it be Seborrheic Dermatitis?"""
Seborrheic dermatitis,"""I’ve been dealing with itchy, thick, yellowish patches on my scalp that tend to bleed when scratched. Could this be Seborrheic Dermatitis?"""
Seborrheic dermatitis,"""I’ve been dealing with itchy, thick, yellowish patches on my scalp that tend to bleed when scratched."""
Eczema,"""I’ve noticed these large, red patches on my skin that seem to come and go. They’re very itchy and sometimes burn. Could it be Eczema?"""
Rosacea,"""I have this persistent redness on my nose and cheeks that gets worse with spicy food or alcohol. It’s been there for years. Could it be Rosacea?"""
Psoriasis,"""There are these thick, silvery scales on my scalp and they sometimes bleed when I scratch them. It’s really embarrassing and painful. Is this Psoriasis?"""
Acne,"""I've noticed whiteheads and blackheads all over my face, particularly on my forehead and nose. They've been there since my teenage years. Could it be acne?"""
Acne,"""There are whiteheads and blackheads all over my face, mostly on my forehead and nose. They've been there since I was a teenager. Could this be acne?"""
Acne,"""I’ve been dealing with whiteheads and blackheads on my face, especially around my forehead and nose, since my teenage years. Is this acne?"""
Acne,"""My forehead and nose have whiteheads and blackheads all over, and they’ve been there since my teenage years. Could this be acne?"""
Acne,"""I have these whiteheads and blackheads all over my face, especially my forehead and nose. They’ve been there since my teenage years. Is it Acne?"""
Acne,"""I have these whiteheads and blackheads all over my face, especially my forehead and nose. They’ve been there since my teenage years. Is it Acne?"""
Acne,"""I have these whiteheads and blackheads all over my face, especially my forehead and nose. They’ve been there since my teenage years. Is it Acne?"""
Acne,"""I have these whiteheads and blackheads all over my face, especially my forehead and nose. They’ve been there since my teenage years. Is it Acne?"""
Milia,"""I have these small, white bumps on my cheeks that don’t seem to go away no matter what I try. They’re not itchy or painful, but they look bad. Could they be Milia?"""
Eczema,"""My child has developed a red rash with tiny blisters on her cheeks. It seems to get worse when she eats certain foods. Could it be Eczema?"""
Acne,"""I’ve got these small, skin-colored bumps on my forehead that don’t seem to go away. They’re not itchy or painful, but they’re very noticeable. Is it Acne?"""
Acne,"""There are small, skin-colored bumps on my forehead that won’t go away. They aren’t painful or itchy, but they’re pretty noticeable. Could this be acne?"""
Acne,"""I’ve noticed small, skin-colored bumps on my forehead that haven’t gone away. They aren’t itchy or painful, but they’re definitely noticeable. Is this acne?"""
Acne,"""I have small, skin-colored bumps on my forehead that just won’t disappear. They’re not painful or itchy, but they stand out. Could this be acne?"""
Acne,"""I’m dealing with small, skin-colored bumps on my forehead that won’t go away. They aren’t itchy or painful, but they’re very noticeable. Is it acne?"""
Acne,"""Small, skin-colored bumps have appeared on my forehead, and they won’t seem to disappear. They’re not itchy or painful, but they are noticeable. Could this be acne?"""
Lupus,"""There are these large, red patches on my face that seem to get worse with sun exposure. They’re very dry and sometimes itchy. Is it Lupus?"""
Psoriasis,"""I have these thick, yellowish scales on my scalp that sometimes bleed when I scratch them. They’re very itchy. Is it Psoriasis?"""
Eczema,"""I’ve noticed these red, scaly patches on my elbows and knees that seem to get worse in the winter. They’re very itchy. Could it be Eczema?"""
Milia,"""I have these small, white bumps on my forehead that don’t seem to go away. They’re not itchy or painful, but they look bad. Could it be Milia?"""
Eczema,"""My son has developed a red rash with tiny blisters on his cheeks. It seems to get worse when he eats certain foods. Could it be Eczema?"""
Acne,"""I’ve got these small, skin-colored bumps on my forehead that don’t seem to go away. They’re not itchy or painful, but they’re very noticeable. Is it Acne?"""
Milia,"""I’ve noticed these small, white bumps on my cheeks that don’t seem to go away no matter what I try. They’re not itchy or painful, but they look bad. Could they be Milia?"""
Eczema,"""My child has developed a red rash with tiny blisters on her cheeks. It seems to get worse when she eats certain foods. Could it be Eczema?"""
Acne,"""I’ve got these small, skin-colored bumps on my forehead that don’t seem to go away. They’re not itchy or painful, but they’re very noticeable. Is it Acne?"""
Milia,"""I’ve noticed these small, white bumps on my cheeks that don’t seem to go away no matter what I try. They’re not itchy or painful, but they look bad. Could they be Milia?"""
Eczema,"""My child has developed a red rash with tiny blisters on her cheeks. It seems to get worse when she eats certain foods. Could it be Eczema?"""
Acne,"""I’ve got these small, skin-colored bumps on my forehead that don’t seem to go away. They’re not itchy or painful, but they’re very noticeable. Is it Acne?"""
Milia,"""I’ve noticed these small, white bumps on my cheeks that don’t seem to go away no matter what I try. They’re not itchy or painful, but they look bad. Could they be Milia?"""
Eczema,"""My child has developed a red rash with tiny blisters on her cheeks. It seems to get worse when she eats certain foods. Could it be Eczema?"""
Acne,"""I’ve got these small, skin-colored bumps on my forehead that don’t seem to go away. They’re not itchy or painful, but they’re very noticeable. Is it Acne?"""
Milia,"""I’ve noticed these small, white bumps on my cheeks that don’t seem to go away no matter what I try. They’re not itchy or painful, but they look bad. Could they be Milia?"""
Eczema,"""My child has developed a red rash with tiny blisters on her cheeks. It seems to get worse when she eats certain foods. Could it be Eczema?"""
Acne,"""I’ve got these small, skin-colored bumps on my forehead that don’t seem to go away. They’re not itchy or painful, but they’re very noticeable. Is it Acne?"""
Milia,"""I’ve noticed these small, white bumps on my cheeks that don’t seem to go away no matter what I try. They’re not itchy or painful, but they look bad. Could they be Milia?"""
Eczema,"""My child has developed a red rash with tiny blisters on her cheeks. It seems to get worse when she eats certain foods. Could it be Eczema?"""
Acne,"""I’ve got these small, skin-colored bumps on my forehead that don’t seem to go away. They’re not itchy or painful, but they’re very noticeable. Is it Acne?"""
Milia,"""I’ve noticed these small, white bumps on my cheeks that don’t seem to go away no matter what I try. They’re not itchy or painful, but they look bad. Could they be Milia?"""
Milia,"""I’ve noticed these small, white bumps on my cheeks that don’t seem to go away no matter what. They’re not itchy or painful, but they look bad."""
Milia,"""I’ve noticed these small, white bumps on my cheeks that don’t seem to go away no matter what I try. They’re not itchy or painful, but they look bad. Is this some skin condition?"""
Milia,"""I’ve noticed these small, white bumps on my cheeks that don’t seem to go away no matter what I try. They’re not itchy or painful, but they look bad. Is this something serious? What could it be?"""
Eczema,"""My child has developed a red rash with tiny blisters on her cheeks. It seems to get worse when she eats certain foods. Could it be Eczema?"""
Acne,"""I’ve got these small, skin-colored bumps on my forehead that don’t seem to go away. They’re not itchy or painful, but they’re very noticeable. Is it Acne?"""
Milia,"""I’ve noticed these small, white bumps on my cheeks that don’t seem to go away no matter what I try. They’re not itchy or painful, but they look bad. Could they be Milia?"""
Eczema,"""My child has developed a red rash with tiny blisters on her cheeks. It seems to get worse when she eats certain foods. Could it be Eczema?"""
Acne,"""I’ve got these small, skin-colored bumps on my forehead that don’t seem to go away. They’re not itchy or painful, but they’re very noticeable. Is it Acne?"""
Milia,"""I’ve noticed these small, white bumps on my cheeks that don’t seem to go away no matter what I try. They’re not itchy or painful, but they look bad. Could they be Milia?"""
Eczema,"""My child has developed a red rash with tiny blisters on her cheeks. It seems to get worse when she eats certain foods. Could it be Eczema?"""
Acne,"""I’ve got these small, skin-colored bumps on my forehead that don’t seem to go away. They’re not itchy or painful, but they’re very noticeable. Is it Acne?"""
Rosacea,"""I have these red, swollen patches on my face that seem to get worse when I eat certain foods. They are itchy and uncomfortable. Could it be Rosacea?"""
Scabies,"""I have noticed these small, raised bumps on my chest and back that itch intensely, especially at night. Could it be Scabies?"""
Impetigo,"""There are these white, pus-filled pimples on my face that appear mostly around my nose and chin. Could it be Impetigo?"""
Scabies,"""I have noticed these thin, wavy lines on my skin, especially around my waist. They itch a lot. Could it be Scabies?"""
Seborrheic dermatitis,"""There are these white, flaky patches on my scalp that seem to get worse in the winter. They are not itchy, but They are quite noticeable. Could it be Seborrheic Dermatitis?"""
Seborrheic dermatitis,"""There are these red, flaky patches on my face that seem to be spreading. It's causing a lot of discomfort. Could it be Seborrheic Dermatitis?"""
Seborrheic dermatitis,"""I have noticed these thick, red patches on my scalp that flake off like dandruff. Could it be seborrheic dermatitis?"""
Folliculitis,"""My legs have these painful, red bumps that seem to get worse after shaving. Could it be folliculitis?"""
Psoriasis,"""My skin has these red, scaly patches that seem to get worse with stress. Could it be psoriasis?"""
Vitiligo,"""There are these small, white patches on my skin that don’t tan in the sun. Could it be vitiligo?"""
Seborrheic dermatitis,"""My scalp has these thick, yellowish scales that are very itchy. Could it be seborrheic dermatitis?"""
Milia,"""There are these small, white bumps around my eyes that don’t go away. Could it be milia?"""
Milia,"""I’ve noticed these small white bumps around my eyes that won’t go away. Could this be milia?"""
Milia,"""I have these little white bumps around my eyes that stay there no matter what I do. Could they be milia?"""
Milia,"""There are these tiny white bumps around my eyes that seem to stick around. Could this be milia?"""
Milia,"""I have these little white bumps around my eyes that won’t disappear. Could they be milia?"""
Milia,"""There are these white bumps around my eyes that haven’t gone away. Could they be milia?"""
Milia,"""I’ve noticed these small white bumps around my eyes that just won’t go away. Could it be milia?"""
Milia,"""I have these tiny white bumps around my eyes that seem to linger. Could they be milia?"""
Psoriasis,"""I have been dealing with these thick, scaly patches on my hands that don’t seem to go away. Could it be psoriasis?"""
Folliculitis,"""There are these small, red bumps on my chest that are very itchy. Could it be folliculitis?"""
Seborrheic dermatitis,"""I have noticed these thick, red patches on my scalp that flake off like dandruff. Could it be seborrheic dermatitis?"""
Folliculitis,"""My legs have these painful, red bumps that seem to get worse after shaving. Could it be folliculitis?"""
Psoriasis,"""My skin has these red, scaly patches that seem to get worse with stress. Could it be psoriasis?"""
Vitiligo,"""There are these small, white patches on my skin that don’t tan in the sun. Could it be vitiligo?"""
Seborrheic dermatitis,"""My scalp has these thick, yellowish scales that are very itchy. Could it be seborrheic dermatitis?"""
Milia,"""There are these small, white bumps around my eyes that don’t go away. Could it be milia?"""
Psoriasis,"""I have been dealing with these thick, scaly patches on my hands that don’t seem to go away. Could it be psoriasis?"""
Folliculitis,"""There are these small, red bumps on my chest that are very itchy. Could it be folliculitis?"""
Contact dermatitis,"""I have developed these itchy, red patches on my face and neck after using a new shampoo. Could it be contact dermatitis?"""
Seborrheic dermatitis,"""I have noticed these thick, red patches on my scalp that flake off like dandruff. Could it be seborrheic dermatitis?"""
Folliculitis,"""My legs have these painful, red bumps that seem to get worse after shaving. Could it be folliculitis?"""
Psoriasis,"""My skin has these red, scaly patches that seem to get worse with stress. Could it be psoriasis?"""
Vitiligo,"""There are these small, white patches on my skin that don’t tan in the sun. Could it be vitiligo?"""
Seborrheic dermatitis,"""My scalp has these thick, yellowish scales that are very itchy. Could it be seborrheic dermatitis?"""
Folliculitis,"""There are these small, red bumps on my chest that are very itchy."""
Folliculitis,"""I’ve got these small, red bumps on my chest that are really itchy. Could this be folliculitis?"""
Folliculitis,"""I have these itchy, red bumps on my chest. Could it be folliculitis?"""
Folliculitis,"""There are red bumps on my chest that are small and itchy. Could it be folliculitis?"""
Folliculitis,"""I’ve noticed small, red, itchy bumps on my chest. Could this be folliculitis?"""
Milia,"""There are these small, white bumps around my eyes that don’t go away. Could it be milia?"""
Psoriasis,"""I have been dealing with these thick, scaly patches on my hands that don’t seem to go away. Could it be psoriasis?"""
Folliculitis,"""There are these small, red bumps on my chest that are very itchy. Could it be folliculitis?"""
Folliculitis,"""My legs have these painful, red bumps that seem to get worse after shaving. Could it be folliculitis?"""
Folliculitis,"""I have painful, red bumps on my legs that seem to get worse after I shave. Could this be folliculitis?"""
Folliculitis,"""There are painful, red bumps on my legs that worsen after shaving. Could this be folliculitis?"""
Folliculitis,"""I’ve noticed painful, red bumps on my legs that seem to flare up after shaving. Could this be folliculitis?"""
Folliculitis,"""My legs are covered with painful, red bumps that get worse after shaving. Could it be folliculitis?"""
Contact dermatitis,"""I have developed these itchy, red patches on my face and neck after using a new shampoo. Could it be contact dermatitis?"""
Seborrheic dermatitis,"""I have noticed these thick, red patches on my scalp that flake off like dandruff. Could it be seborrheic dermatitis?"""
Folliculitis,"""My legs have these painful, red bumps that seem to get worse after shaving. Could it be folliculitis?"""
Psoriasis,"""My skin has these red, scaly patches that seem to get worse with stress. Could it be psoriasis?"""
Vitiligo,"""There are these small, white patches on my skin that don’t tan in the sun. Could it be vitiligo?"""
Vitiligo,"""There are these small, white patches on my skin that don’t tan in the sun. Could it be vitiligo?"""
Vitiligo,"""I’ve noticed small white patches on my skin that don't tan in the sun. Could this be vitiligo?"""
Vitiligo,"""There are white patches on my skin that aren’t tanning in the sun. Could it be vitiligo?"""
Vitiligo,"""I’ve got these small white patches on my skin that won’t tan when I’m in the sun. Could it be vitiligo?"""
Vitiligo,"""I’ve seen white patches on my skin that don’t tan in the sun. Could this be a sign of vitiligo?"""
Seborrheic dermatitis,"""My scalp has these thick, yellowish scales that are very itchy. Could it be seborrheic dermatitis?"""
Contact dermatitis,"""I have developed these red, itchy patches on my hands after using a new hand cream. Could it be contact dermatitis?"""
Milia,"""There are these small, white bumps around my eyes that don’t go away. Could it be milia?"""
Psoriasis,"""I have been dealing with these thick, scaly patches on my hands that don’t seem to go away. Could it be psoriasis?"""
Folliculitis,"""There are these small, red bumps on my chest that are very itchy. Could it be folliculitis?"""
Contact dermatitis,"""I have developed these itchy, red patches on my face and neck after using a new shampoo. Could it be contact dermatitis?"""
Seborrheic dermatitis,"""I have noticed these thick, red patches on my scalp that flake off like dandruff. Could it be seborrheic dermatitis?"""
Folliculitis,"""My legs have these painful, red bumps that seem to get worse after shaving. Could it be folliculitis?"""
Psoriasis,"""My skin has these red, scaly patches that seem to get worse with stress. Could it be psoriasis?"""
Seborrheic dermatitis,"""My face has these persistent red, scaly patches, especially around my nose and mouth. Could it be seborrheic dermatitis?"""
Eczema,"""My child's skin has these red, bumpy patches that seem to flare up after eating certain foods. Could it be eczema?"""
Milia,"""I have got these small, white bumps on my cheeks that don’t seem to go away."""
Milia,"""I have these small, white bumps on my cheeks that aren't going away."""
Milia,"""There are tiny white bumps on my cheeks that just won’t disappear. Could they be milia?"""
Milia,"""I’ve noticed small, white bumps on my cheeks that don’t fade. Could this be milia?"""
Milia,"""I’ve got persistent white bumps on my cheeks that don’t seem to go away. Could they be milia?"""
Milia,"""I have small, white bumps on my cheeks that won’t go away. Could this be a sign of milia?"""
Milia,"""There are these tiny white bumps on my cheeks that stay there. Could they be milia?"""
Milia,"""I’ve got these little white bumps on my cheeks that aren't going away. Could they be milia?"""
Milia,"""I have these small, white bumps on my cheeks that seem to stick around. Could this be milia?"""
Milia,"""I have persistent, white bumps on my cheeks that don't disappear. Could they be milia?"""
Milia,"""There are small, white bumps on my cheeks that won’t fade."""
Psoriasis,"""My scalp has these red, scaly patches that are very itchy and flake off. Could it be psoriasis?"""
Psoriasis,"""I have noticed these thick, red patches on my knees and elbows that are very itchy. Could it be psoriasis?"""
Folliculitis,"""I have got these small, red bumps on my scalp that are very itchy. Could it be folliculitis?"""
Contact dermatitis,"""I have been experiencing these itchy, red patches on my neck that seem to get worse with certain perfumes. Could it be contact dermatitis?"""
Vitiligo,"""There are these small, white patches on my skin that don’t tan in the sun. Could it be vitiligo?"""
Eczema,"""I have developed these small, red bumps on my forearms that itch a lot. Could it be eczema?"""
Rosacea,"""My face has these red, bumpy patches that seem to get worse with spicy foods. Could it be rosacea?"""
Psoriasis,"""I have been dealing with these thick, scaly patches on my elbows that don’t seem to go away. Could it be psoriasis?"""
Folliculitis,"""There are these small, red bumps on my chest that are very itchy. Could it be folliculitis?"""
Contact dermatitis,"""I have developed these red, itchy patches on my legs that get worse with certain fabrics. Could it be contact dermatitis?"""
Milia,"""There are these small, white bumps around my nose that don’t go away. Could it be milia?"""
Psoriasis,"""My skin has these red, scaly patches that seem to get worse with cold weather. Could it be psoriasis?"""
Vitiligo,"""There are these small, white patches on my skin that don’t tan in the sun. Could it be vitiligo?"""
Seborrheic dermatitis,"""My scalp has these thick, yellowish scales that are very itchy. Could it be seborrheic dermatitis?"""
Seborrheic dermatitis,"""I have noticed these thick, red patches on my scalp that flake off like dandruff. Could it be seborrheic dermatitis?"""
Folliculitis,"""My legs have these painful, red bumps that seem to get worse after shaving. Could it be folliculitis?"""
Psoriasis,"""My skin has these red, scaly patches that seem to get worse with stress. Could it be psoriasis?"""
Vitiligo,"""There are these small, white patches on my skin that don’t tan in the sun. Could it be vitiligo?"""
Seborrheic dermatitis,"""My scalp has these thick, yellowish scales that are very itchy. Could it be seborrheic dermatitis?"""
Contact dermatitis,"""I have developed these red, itchy patches on my hands after using a new hand cream. Could it be contact dermatitis?"""
Milia,"""There are these small, white bumps around my eyes that don’t go away. Could it be milia?"""
Psoriasis,"""I have been dealing with these thick, scaly patches on my hands that don’t seem to go away. Could it be psoriasis?"""
Folliculitis,"""There are these small, red bumps on my chest that are very itchy. Could it be folliculitis?"""
Contact dermatitis,"""I have developed these itchy, red patches on my face and neck after using a new shampoo. Could it be contact dermatitis?"""
Seborrheic dermatitis,"""I have noticed these thick, red patches on my scalp that flake off like dandruff. Could it be seborrheic dermatitis?"""
Folliculitis,"""My legs have these painful, red bumps that seem to get worse after shaving. Could it be folliculitis?"""
Psoriasis,"""My skin has these red, scaly patches that seem to get worse with stress. Could it be psoriasis?"""
Vitiligo,"""There are these small, white patches on my skin that don’t tan in the sun. Could it be vitiligo?"""
Seborrheic dermatitis,"""My scalp has these thick, yellowish scales that are very itchy. Could it be seborrheic dermatitis?"""
Contact dermatitis,"""I have developed these red, itchy patches on my hands after using a new hand cream. Could it be contact dermatitis?"""
Milia,"""There are these small, white bumps around my eyes that don’t go away. Could it be milia?"""
Psoriasis,"""I have been dealing with these thick, scaly patches on my hands that don’t seem to go away. Could it be psoriasis?"""
Folliculitis,"""There are these small, red bumps on my chest that are very itchy. Could it be folliculitis?"""
Contact dermatitis,"""I have developed these itchy, red patches on my face and neck after using a new shampoo. Could it be contact dermatitis?"""
Seborrheic dermatitis,"""I have noticed these thick, red patches on my scalp that flake off like dandruff. Could it be seborrheic dermatitis?"""
Folliculitis,"""My legs have these painful, red bumps that seem to get worse after shaving. Could it be folliculitis?"""
Psoriasis,"""My skin has these red, scaly patches that seem to get worse with stress. Could it be psoriasis?"""
Vitiligo,"""There are these small, white patches on my skin that don’t tan in the sun. Could it be vitiligo?"""
Seborrheic dermatitis,"""My scalp has these thick, yellowish scales that are very itchy. Could it be seborrheic dermatitis?"""
Contact dermatitis,"""I have developed these red, itchy patches on my hands after using a new hand cream. Could it be contact dermatitis?"""
Milia,"""There are these small, white bumps around my eyes that don’t go away. Could it be milia?"""
Milia,"""I have small, white bumps around my eyes that have been there for a while and aren’t going away. Could this be milia?"""
Milia,"""There are these tiny white bumps near my eyes that seem to persist. Could they be milia?"""
Milia,"""I’ve noticed small white bumps around my eyes that don’t disappear. Could this be a case of milia?"""
Milia,"""I have persistent white bumps around my eyes. They’ve been there for some time and don’t seem to fade. Could it be milia?"""
Milia,"""There are small, white bumps around my eyes that aren’t going away. I’m wondering if they might be milia."""
Milia,"""I’ve developed these tiny white bumps around my eyes that are staying put. Could this be milia?"""
Milia,"""I’ve noticed white, hard bumps around my eyes that don’t go away. Could they be milia?"""
Milia,"""There are these little white bumps around my eyes that haven’t gone away. Could it be milia?"""
Milia,"""I have persistent small white bumps around my eyes that aren’t disappearing. Could it be milia?"""
Milia,"""I have these white, hard bumps around my eyes that have been there for some time. Could they be milia?"""
Psoriasis,"""I have been dealing with these thick, scaly patches on my hands that don’t seem to go away. Could it be psoriasis?"""
Folliculitis,"""There are these small, red bumps on my chest that are very itchy. Could it be folliculitis?"""
Contact dermatitis,"""I have developed these itchy, red patches on my face and neck after using a new shampoo. Could it be contact dermatitis?"""
Seborrheic dermatitis,"""I have noticed these thick, red patches on my scalp that flake off like dandruff. Could it be seborrheic dermatitis?"""
Folliculitis,"""My legs have these painful, red bumps that seem to get worse after shaving. Could it be folliculitis?"""
Psoriasis,"""My skin has these red, scaly patches that seem to get worse with stress. Could it be psoriasis?"""
Rosacea,"""I have had this recurring red rash on my face, mostly around my nose and cheeks. It's not itchy but it looks like acne. Could it be rosacea?"""
Psoriasis,"""I have noticed these dark, scaly patches on my elbows that don’t seem to improve with moisturizing. Could it be psoriasis?"""
Psoriasis,"""I have these thick, dry, scaly patches on my knees and elbows that sometimes bleed. Could it be psoriasis?"""
Eczema,"""My skin has these small, red bumps that are very itchy and seem to worsen with stress. Could it be eczema?"""
Impetigo,"""I have noticed these yellow, crusty sores around my nose and mouth. They started as blisters. Could it be impetigo?"""
Seborrheic dermatitis,"""I have developed these dark, scaly patches on my scalp that are very itchy. Could it be seborrheic dermatitis?"""
Milia,"""There are these small, white bumps on my cheeks that don’t go away even when I squeeze them. Could it be milia?"""
Milia,"""There are these small, white bumps on my cheeks that don’t go away even when I try to squeeze them."""
Milia,"""There are these small, white bumps on my cheeks that don’t go away even when I squeeze them. What is it?"""
Athlete's foot (tinea pedis),"""I've noticed redness on my feet, and the skin seems to be peeling. Could this be athlete's foot?"""
Athlete's foot (tinea pedis),"""My feet are cracking, and it's really uncomfortable. Could it be a sign of athlete's foot?"""
Athlete's foot (tinea pedis),"""I’ve been feeling some burning and stinging sensations on my feet lately. Could this be athlete's foot?"""
Athlete's foot (tinea pedis),"""My feet are really itchy and flaky. Could it be athlete's foot causing this?"""
Athlete's foot (tinea pedis),"""The skin on my feet feels sore and uncomfortable, and I’ve noticed it’s starting to peel. Could it be athlete's foot?"""
Folliculitis,"""My skin has these small, red bumps that are very painful and appeared after shaving. Could it be folliculitis?"""
Psoriasis,"""I have noticed these red, scaly patches on my knees that are very itchy and sometimes bleed. Could it be psoriasis?"""
Vitiligo,"""There are these small, white patches on my skin that seem to be spreading. They are not itchy, but They are quite noticeable. Could it be Vitiligo?"""
Psoriasis,"""I have these red, scaly patches on my elbows and knees that seem to be getting thicker. Could it be Psoriasis?"""
Scabies,"""I have these small, red bumps on my arms and legs that itch intensely, especially at night. Could it be Scabies?"""
Seborrheic dermatitis,"""There are these red, scaly patches on my scalp that seem to be spreading. It's causing a lot of itching and flaking. Could it be Seborrheic Dermatitis?"""
Scabies,"""There are these small, red bumps on my arms and legs that itch intensely, especially at night. Could it be Scabies?"""
Contact dermatitis,"""I have developed these small, red bumps on my face after using a new skincare product. Could it be Contact Dermatitis?"""
Lupus,"""I have these small, red spots on my face that get worse with sun exposure. They’re not itchy but look unsightly. Could this be lupus?"""
Contact dermatitis,"""There are these small, red blisters on my fingers that itch a lot. They appeared after I started working with new cleaning products. Could this be contact dermatitis?"""
Athlete's foot (tinea pedis),"""These itchy, red patches have appeared on my feet after I started wearing new shoes. They’re very painful and blister. Could this be athlete’s foot?"""
Lupus,"""I’ve noticed a rash on my face that gets worse with sunlight. Could this be lupus?"""
Lupus,"""I’ve been losing weight without trying and don’t have much of an appetite. Could this be related to lupus?"""
Lupus,"""I’ve noticed sores in my mouth and throat that seem to appear randomly. Could this be lupus?"""
Lupus,"""I have swelling in my glands and feel generally unwell."""
Athlete's foot (tinea pedis),"""I noticed my toenails are turning yellow and becoming brittle."""
Athlete's foot (tinea pedis),"""I noticed my toenails are turning yellow and becoming brittle. What is it?"""
Athlete's foot (tinea pedis),"""I've noticed some blisters on my feet and they are very painful. Also, there's a persistent itch and redness on the soles of my feet"""
Athlete's foot (tinea pedis),"""I noticed my toenails are turning yellow and becoming brittle. Could it be caused by athlete's foot?"""
Athlete's foot (tinea pedis),"""There's a persistent itch and redness on the soles of my feet. Could this be athlete's foot?"""
Athlete's foot (tinea pedis),"""The skin on my feet is peeling and the itchiness is unbearable. Could it be athlete's foot?"""
Athlete's foot (tinea pedis),"""I've noticed some blisters on my feet and they are very painful."""
Athlete's foot (tinea pedis),"""I’ve been experiencing itching and redness on my feet. Could this be athlete's foot?"""
Athlete's foot (tinea pedis),"""I've noticed some blisters on my feet and they are very painful."""
Athlete's foot (tinea pedis),"""I’ve been experiencing itching and redness on my feet. Could this be athlete's foot?"""
Athlete's foot (tinea pedis),"""There are some blisters on my feet and they are very painful."""
Seborrheic dermatitis,"""These red, scaly patches have appeared on my face and seem to be worse in the winter. They’re not itchy but are unsightly. Could this be seborrheic dermatitis?"""
Contact dermatitis,"""There are these small, red blisters on my fingers that itch a lot. They appeared after I started working with new cleaning products. Could this be contact dermatitis?"""
Athlete's foot (tinea pedis),"""These itchy, red patches have appeared on my feet after I started wearing new shoes. They’re very painful and blister. Could this be athlete’s foot?"""
Psoriasis,"""I have these rough, red patches on my knees and elbows that seem to be getting worse. They are dry and sometimes they crack and bleed. Could this be psoriasis?"""
Seborrheic dermatitis,"""There are these red, scaly patches on my scalp that itch a lot. I’ve tried dandruff shampoos but they don’t seem to help. Could this be seborrheic dermatitis?"""
Contact dermatitis,"""I’ve got these tiny, red bumps on my chest and back that are very itchy. They appeared after I started using a new lotion. Could this be contact dermatitis?"""
Shingles,"""I’ve had this painful, red rash on one side of my torso for a few days. It’s blistering and very sensitive to touch. Could this be shingles?"""
Shingles,"""I’ve had a painful red rash on one side of my torso for the last few days. It’s blistering and very sensitive. Could this be shingles?"""
Milia,"""There are these smooth, firm bumps on my forehead and temples that don’t go away. They’re not itchy or painful. Could this be a sign of milia?"""
Eczema,"""I’ve noticed these red, scaly patches on my legs that bleed if I scratch them. They seem to come and go. Could this be eczema?"""
Folliculitis,"""I have these red, swollen areas around my hair follicles on my legs. They’re painful and sometimes have pus. Could this be folliculitis?"""
Folliculitis,"""I have these red, swollen areas around my hair follicles on my legs. They’re painful and sometimes have pus. What is it?"""
Folliculitis,"""There are red, swollen areas around my hair follicles on my legs that are painful and sometimes have pus. Could this be folliculitis?"""
Folliculitis,"""I’ve noticed red, swollen spots around the hair follicles on my legs. They’re painful and sometimes have pus. Could it be folliculitis?"""
Folliculitis,"""My legs have these painful, red, swollen areas around the hair follicles, and sometimes there’s pus. Could it be folliculitis?"""
Folliculitis,"""I have red, swollen patches around my hair follicles on my legs. They’re painful and sometimes have pus. Could this be folliculitis?"""
Contact dermatitis,"""These red, itchy spots have appeared on my hands and wrists. They seem to be worse after I handle certain chemicals. Could this be contact dermatitis?"""
Rosacea,"""I have these red, scaly patches on my cheeks and nose that sometimes flare up with sun exposure. Could this be rosacea?"""
Seborrheic dermatitis,"""These red, scaly patches have appeared on my face and seem to be worse in the winter. They’re not itchy but are unsightly. Could this be seborrheic dermatitis?"""
Lupus,"""I have these small, red spots on my face that get worse with sun exposure. They’re not itchy but look unsightly. Could this be lupus?"""
Contact dermatitis,"""There are these small, red blisters on my fingers that itch a lot. They appeared after I started working with new cleaning products. Could this be contact dermatitis?"""
Athlete's foot (tinea pedis),"""These itchy, red patches have appeared on my feet after I started wearing new shoes. They’re very painful and blister. Could this be athlete’s foot?"""
Seborrheic dermatitis,"""These red, scaly patches have appeared on my face and seem to be worse in the winter. They’re not itchy but are unsightly. Could this be seborrheic dermatitis?"""
Lupus,"""I have these small, red spots on my face that get worse with sun exposure. They’re not itchy but look unsightly. Could this be lupus?"""
Contact dermatitis,"""There are these small, red blisters on my fingers that itch a lot. They appeared after I started working with new cleaning products. Could this be contact dermatitis?"""
Athlete's foot (tinea pedis),"""These itchy, red patches have appeared on my feet after I started wearing new shoes. They’re very painful and blister. Could this be athlete’s foot?"""
Seborrheic dermatitis,"""These red, scaly patches have appeared on my face and seem to be worse in the winter. They’re not itchy but are unsightly. Could this be seborrheic dermatitis?"""
Lupus,"""I have these small, red spots on my face that get worse with sun exposure. They’re not itchy but look unsightly. Could this be lupus?"""
Contact dermatitis,"""There are these small, red blisters on my fingers that itch a lot. They appeared after I started working with new cleaning products. Could this be contact dermatitis?"""
Athlete's foot (tinea pedis),"""These itchy, red patches have appeared on my feet after I started wearing new shoes. They’re very painful and blister. Could this be athlete’s foot?"""
Seborrheic dermatitis,"""These red, scaly patches have appeared on my face and seem to be worse in the winter. They’re not itchy but are unsightly. Could this be seborrheic dermatitis?"""
Lupus,"""I have these small, red spots on my face that get worse with sun exposure. They’re not itchy but look unsightly. Could this be lupus?"""
Lupus,"""I have these small red spots on my face that seem to get worse when I'm in the sun. They’re not itchy, but they don't look good. Could this be lupus?"""
